transaction_id,date,city,store_id,category,subcategory,customer_id,unit_price,quantity,discount_rate,payment_method,is_return,gross_sales,net_sales,revenue,weekday,month,year,is_weekend
180,2023-04-23,New York,S006,Beauty,Skincare,C1579,12.83,1,0.0,Credit Card,0,12.83,12.83,12.83,Sunday,2023-04-01,2023,1
181,2023-01-02,New York,S003,Books,Comics,C1220,20.17,1,0.0,Credit Card,0,20.17,20.17,20.17,Monday,2023-01-01,2023,0
182,2023-08-08,Los Angeles,S011,Beauty,Makeup,C1610,20.67,1,0.04,Credit Card,0,20.67,19.8432,19.8432,Tuesday,2023-08-01,2023,0
183,2024-07-19,Phoenix,S002,Books,Fiction,C1278,15.99,2,0.0,Credit Card,0,31.98,31.98,31.98,Friday,2024-07-01,2024,0
184,2023-08-13,Houston,S009,Home,Decor,C1116,149.31,2,0.05,Credit Card,0,298.62,283.689,283.689,Sunday,2023-08-01,2023,1
185,2024-01-20,Phoenix,S016,Clothing,Kids,C1315,29.88,4,0.11,Credit Card,0,119.52,106.3728,106.3728,Saturday,2024-01-01,2024,1
186,2024-02-07,New York,S007,Grocery,Snacks,C1785,10.45,1,0.08,Credit Card,0,10.45,9.614,9.614,Wednesday,2024-02-01,2024,0
187,2024-09-29,New York,S016,Books,Non-fiction,C1179,16.52,2,0.08,Debit Card,0,33.04,30.3968,30.3968,Sunday,2024-09-01,2024,1
188,2023-05-10,Phoenix,S012,Electronics,TV,C1882,528.22,3,0.0,Credit Card,0,1584.66,1584.66,1584.66,Wednesday,2023-05-01,2023,0
189,2023-02-22,New York,S011,Clothing,Women,C1587,31.81,2,0.0,Debit Card,0,63.62,63.62,63.62,Wednesday,2023-02-01,2023,0
190,2024-02-20,Houston,S001,Grocery,Snacks,C1820,9.59,3,0.0,Credit Card,0,28.77,28.77,28.77,Tuesday,2024-02-01,2024,0
191,2023-09-04,Los Angeles,S003,Toys,Board Games,C1249,30.19,1,0.0,Credit Card,0,30.19,30.19,30.19,Monday,2023-09-01,2023,0
192,2024-03-14,Miami,S010,Books,Non-fiction,C1226,10.08,3,0.05,Credit Card,0,30.24,28.728,28.728,Thursday,2024-03-01,2024,0
193,2023-07-22,New York,S017,Clothing,Men,C1794,39.48,1,0.06,Debit Card,0,39.48,37.1112,37.1112,Saturday,2023-07-01,2023,1
194,2023-07-03,Miami,S005,Home,Furniture,C1149,93.71,3,0.08,Credit Card,0,281.13,258.6396,258.6396,Monday,2023-07-01,2023,0
195,2023-05-03,Miami,S003,Home,Decor,C1505,169.82,6,0.0,Debit Card,0,1018.92,1018.92,1018.92,Wednesday,2023-05-01,2023,0
196,2024-02-05,Seattle,S019,Books,Comics,C1639,13.88,1,0.1,Wallet,0,13.88,12.492,12.492,Monday,2024-02-01,2024,0
197,2023-10-21,Houston,S003,Toys,Puzzles,C1646,19.41,3,0.06,Credit Card,0,58.23,54.7362,54.7362,Saturday,2023-10-01,2023,1
198,2023-10-07,Phoenix,S003,Grocery,Beverages,C1462,8.95,2,0.04,Credit Card,0,17.9,17.184,17.184,Saturday,2023-10-01,2023,1
199,2024-09-01,Seattle,S003,Clothing,Kids,C1519,27.6,2,0.08,Debit Card,0,55.2,50.784,50.784,Sunday,2024-09-01,2024,1
200,2023-07-17,Seattle,S002,Toys,Action Figures,C1667,33.56,2,0.0,Debit Card,0,67.12,67.12,67.12,Monday,2023-07-01,2023,0
201,2024-05-25,New York,S015,Electronics,Headphones,C1731,628.85,1,0.08,Debit Card,0,628.85,578.542,578.542,Saturday,2024-05-01,2024,1
202,2023-05-24,Seattle,S015,Toys,Action Figures,C1535,19.96,5,0.0,Credit Card,0,99.8,99.8,99.8,Wednesday,2023-05-01,2023,0
203,2024-08-31,Houston,S014,Beauty,Haircare,C1695,30.4,2,0.0,Cash,0,60.8,60.8,60.8,Saturday,2024-08-01,2024,1
204,2023-07-20,New York,S011,Electronics,TV,C1290,522.89,1,0.09,Cash,0,522.89,475.8299,475.8299,Thursday,2023-07-01,2023,0
205,2023-05-04,Phoenix,S005,Grocery,Dairy,C1596,8.81,1,0.0,Wallet,0,8.81,8.81,8.81,Thursday,2023-05-01,2023,0
206,2023-07-06,Seattle,S013,Home,Decor,C1725,92.88,1,0.0,Credit Card,0,92.88,92.88,92.88,Thursday,2023-07-01,2023,0
207,2023-11-22,Miami,S011,Beauty,Skincare,C1686,32.61,2,0.0,Wallet,0,65.22,65.22,65.22,Wednesday,2023-11-01,2023,0
208,2024-04-08,Phoenix,S003,Books,Comics,C1433,19.55,1,0.0,Credit Card,0,19.55,19.55,19.55,Monday,2024-04-01,2024,0
209,2023-12-15,Chicago,S011,Beauty,Haircare,C1196,24.65,2,0.08,Credit Card,0,49.3,45.356,45.356,Friday,2023-12-01,2023,0
210,2024-02-07,Miami,S004,Clothing,Kids,C1855,26.31,4,0.0,Debit Card,0,105.24,105.24,105.24,Wednesday,2024-02-01,2024,0
211,2023-12-12,Miami,S020,Home,Decor,C1385,118.42,1,0.09,Credit Card,0,118.42,107.7622,107.7622,Tuesday,2023-12-01,2023,0
212,2024-05-25,Phoenix,S006,Books,Non-fiction,C1044,15.39,1,0.0,Debit Card,0,15.39,15.39,15.39,Saturday,2024-05-01,2024,1
213,2023-05-27,Houston,S020,Grocery,Beverages,C1239,7.52,2,0.0,Credit Card,0,15.04,15.04,15.04,Saturday,2023-05-01,2023,1
214,2023-05-28,Houston,S007,Grocery,Beverages,C1472,9.73,3,0.0,Cash,0,29.19,29.19,29.19,Sunday,2023-05-01,2023,1
215,2024-05-03,Houston,S006,Beauty,Skincare,C1820,19.93,2,0.0,Cash,0,39.86,39.86,39.86,Friday,2024-05-01,2024,0
216,2024-10-01,Houston,S012,Clothing,Men,C1728,34.52,2,0.0,Cash,0,69.04,69.04,69.04,Tuesday,2024-10-01,2024,0
217,2024-07-04,Miami,S006,Grocery,Beverages,C1525,6.64,3,0.0,Credit Card,0,19.92,19.92,19.92,Thursday,2024-07-01,2024,0
218,2023-12-04,Chicago,S015,Grocery,Dairy,C1424,7.38,1,0.08,Debit Card,0,7.38,6.7896,6.7896,Monday,2023-12-01,2023,0
219,2024-04-17,New York,S012,Home,Furniture,C1326,130.78,1,0.0,Cash,0,130.78,130.78,130.78,Wednesday,2024-04-01,2024,0
220,2023-05-31,Miami,S005,Home,Furniture,C1293,60.28,1,0.0,Credit Card,0,60.28,60.28,60.28,Wednesday,2023-05-01,2023,0
221,2024-02-19,Miami,S016,Toys,Action Figures,C1005,21.71,3,0.0,Credit Card,0,65.13,65.13,65.13,Monday,2024-02-01,2024,0
222,2023-10-25,Chicago,S018,Books,Comics,C1540,12.11,3,0.0,Cash,0,36.33,36.33,36.33,Wednesday,2023-10-01,2023,0
223,2024-09-02,New York,S002,Home,Kitchen,C1654,115.04,2,0.0,Credit Card,0,230.08,230.08,230.08,Monday,2024-09-01,2024,0
224,2023-09-20,Houston,S020,Clothing,Men,C1647,37.82,2,0.0,Credit Card,0,75.64,75.64,75.64,Wednesday,2023-09-01,2023,0
225,2023-05-24,Houston,S001,Clothing,Women,C1246,37.99,1,0.0,Credit Card,0,37.99,37.99,37.99,Wednesday,2023-05-01,2023,0
226,2023-12-12,Phoenix,S012,Electronics,Phone,C1399,353.76,2,0.0,Credit Card,0,707.52,707.52,707.52,Tuesday,2023-12-01,2023,0
227,2024-09-15,Los Angeles,S009,Books,Fiction,C1365,9.64,1,0.0,Credit Card,0,9.64,9.64,9.64,Sunday,2024-09-01,2024,1
228,2024-07-25,Seattle,S004,Beauty,Makeup,C1752,23.4,1,0.0,Credit Card,0,23.4,23.4,23.4,Thursday,2024-07-01,2024,0
229,2023-01-02,Los Angeles,S006,Beauty,Makeup,C1475,20.54,1,0.0,Credit Card,0,20.54,20.54,20.54,Monday,2023-01-01,2023,0
230,2023-10-31,Chicago,S003,Books,Non-fiction,C1037,15.46,1,0.12,Credit Card,0,15.46,13.6048,13.6048,Tuesday,2023-10-01,2023,0
231,2023-09-11,New York,S011,Grocery,Beverages,C1834,8.57,5,0.0,Credit Card,0,42.85,42.85,42.85,Monday,2023-09-01,2023,0
232,2024-03-28,Chicago,S010,Grocery,Dairy,C1886,7.59,3,0.0,Credit Card,0,22.77,22.77,22.77,Thursday,2024-03-01,2024,0
233,2023-02-06,Houston,S013,Books,Non-fiction,C1395,14.1,4,0.08,Credit Card,0,56.4,51.888,51.888,Monday,2023-02-01,2023,0
234,2023-06-09,Los Angeles,S017,Grocery,Dairy,C1744,7.7,3,0.0,Credit Card,0,23.1,23.1,23.1,Friday,2023-06-01,2023,0
235,2023-01-09,Chicago,S018,Grocery,Produce,C1105,8.5,2,0.15,Debit Card,0,17.0,14.45,14.45,Monday,2023-01-01,2023,0
236,2023-08-21,Phoenix,S014,Home,Decor,C1454,103.39,4,0.03,Credit Card,0,413.56,401.1532,401.1532,Monday,2023-08-01,2023,0
237,2023-04-09,Los Angeles,S020,Toys,Puzzles,C1654,29.28,1,0.0,Wallet,0,29.28,29.28,29.28,Sunday,2023-04-01,2023,1
238,2023-07-27,Seattle,S013,Grocery,Snacks,C1031,10.64,1,0.12,Debit Card,0,10.64,9.3632,9.3632,Thursday,2023-07-01,2023,0
239,2023-05-11,New York,S005,Electronics,Laptop,C1797,333.62,1,0.0,Credit Card,0,333.62,333.62,333.62,Thursday,2023-05-01,2023,0
240,2024-02-08,New York,S020,Home,Decor,C1460,133.74,2,0.0,Credit Card,0,267.48,267.48,267.48,Thursday,2024-02-01,2024,0
241,2023-06-01,Phoenix,S005,Clothing,Women,C1407,32.89,2,0.01,Credit Card,0,65.78,65.1222,65.1222,Thursday,2023-06-01,2023,0
242,2023-02-23,New York,S006,Toys,Action Figures,C1396,20.8,1,0.0,Credit Card,0,20.8,20.8,20.8,Thursday,2023-02-01,2023,0
243,2023-04-30,Seattle,S015,Home,Decor,C1292,114.61,2,0.0,Wallet,0,229.22,229.22,229.22,Sunday,2023-04-01,2023,1
244,2024-09-19,Chicago,S003,Toys,Board Games,C1730,23.13,3,0.0,Credit Card,0,69.39,69.39,69.39,Thursday,2024-09-01,2024,0
245,2024-08-09,Miami,S011,Books,Non-fiction,C1726,13.48,1,0.0,Debit Card,0,13.48,13.48,13.48,Friday,2024-08-01,2024,0
246,2024-09-16,Miami,S006,Books,Comics,C1717,18.95,1,0.0,Cash,0,18.95,18.95,18.95,Monday,2024-09-01,2024,0
247,2024-02-24,New York,S007,Beauty,Skincare,C1242,21.2,2,0.0,Credit Card,0,42.4,42.4,42.4,Saturday,2024-02-01,2024,1
248,2024-02-26,Los Angeles,S015,Beauty,Makeup,C1132,22.14,3,0.0,Credit Card,0,66.42,66.42,66.42,Monday,2024-02-01,2024,0
249,2023-04-14,Seattle,S016,Clothing,Women,C1787,41.66,2,0.0,Debit Card,0,83.32,83.32,83.32,Friday,2023-04-01,2023,0
250,2023-09-11,Los Angeles,S003,Toys,Puzzles,C1696,19.89,1,0.0,Credit Card,0,19.89,19.89,19.89,Monday,2023-09-01,2023,0
251,2023-08-15,Phoenix,S019,Home,Furniture,C1443,149.05,2,0.0,Cash,0,298.1,298.1,298.1,Tuesday,2023-08-01,2023,0
252,2023-04-22,Phoenix,S005,Grocery,Snacks,C1165,7.57,2,0.0,Debit Card,0,15.14,15.14,15.14,Saturday,2023-04-01,2023,1
253,2024-05-24,Phoenix,S010,Beauty,Skincare,C1256,19.32,1,0.1,Wallet,0,19.32,17.388,17.388,Friday,2024-05-01,2024,0
254,2024-04-17,Seattle,S010,Clothing,Kids,C1095,29.57,1,0.0,Credit Card,0,29.57,29.57,29.57,Wednesday,2024-04-01,2024,0
255,2023-04-09,Chicago,S006,Books,Comics,C1737,6.28,1,0.0,Credit Card,0,6.28,6.28,6.28,Sunday,2023-04-01,2023,1
256,2023-06-02,New York,S001,Electronics,Phone,C1656,416.27,1,0.0,Credit Card,0,416.27,416.27,416.27,Friday,2023-06-01,2023,0
257,2023-12-04,Phoenix,S014,Clothing,Kids,C1031,44.3,1,0.0,Debit Card,0,44.3,44.3,44.3,Monday,2023-12-01,2023,0
258,2023-06-12,Los Angeles,S016,Home,Decor,C1415,127.52,1,0.01,Credit Card,0,127.52,126.2448,126.2448,Monday,2023-06-01,2023,0
259,2023-06-10,Houston,S014,Toys,Puzzles,C1208,16.24,1,0.07,Credit Card,0,16.24,15.1032,15.1032,Saturday,2023-06-01,2023,1
260,2024-08-02,Los Angeles,S012,Toys,Board Games,C1778,22.92,1,0.0,Debit Card,0,22.92,22.92,22.92,Friday,2024-08-01,2024,0
261,2024-02-02,Houston,S004,Grocery,Beverages,C1253,9.24,3,0.0,Credit Card,0,27.72,27.72,27.72,Friday,2024-02-01,2024,0
262,2023-10-04,Miami,S020,Toys,Board Games,C1886,22.49,4,0.0,Cash,0,89.96,89.96,89.96,Wednesday,2023-10-01,2023,0
263,2024-05-18,Seattle,S011,Home,Furniture,C1510,131.56,2,0.0,Credit Card,0,263.12,263.12,263.12,Saturday,2024-05-01,2024,1
264,2024-01-27,Houston,S001,Electronics,TV,C1517,387.37,1,0.0,Credit Card,0,387.37,387.37,387.37,Saturday,2024-01-01,2024,1
265,2023-05-15,New York,S002,Grocery,Beverages,C1611,8.97,3,0.0,Debit Card,0,26.91,26.91,26.91,Monday,2023-05-01,2023,0
266,2023-07-14,Phoenix,S001,Beauty,Skincare,C1441,26.91,2,0.11,Credit Card,0,53.82,47.8998,47.8998,Friday,2023-07-01,2023,0
267,2024-02-05,Houston,S012,Electronics,TV,C1052,280.52,1,0.0,Credit Card,0,280.52,280.52,280.52,Monday,2024-02-01,2024,0
268,2024-10-01,New York,S013,Clothing,Women,C1782,36.3,3,0.0,Cash,0,108.9,108.9,108.9,Tuesday,2024-10-01,2024,0
269,2023-02-02,Phoenix,S004,Home,Furniture,C1403,130.21,1,0.02,Wallet,0,130.21,127.6058,127.6058,Thursday,2023-02-01,2023,0
270,2024-04-04,Los Angeles,S005,Home,Decor,C1521,103.75,3,0.0,Credit Card,0,311.25,311.25,311.25,Thursday,2024-04-01,2024,0
271,2024-04-14,Seattle,S011,Beauty,Haircare,C1531,25.96,2,0.0,Debit Card,0,51.92,51.92,51.92,Sunday,2024-04-01,2024,1
272,2024-01-10,Los Angeles,S020,Grocery,Snacks,C1402,8.72,3,0.0,Debit Card,0,26.16,26.16,26.16,Wednesday,2024-01-01,2024,0
273,2023-01-22,Los Angeles,S017,Beauty,Makeup,C1545,26.04,2,0.0,Debit Card,0,52.08,52.08,52.08,Sunday,2023-01-01,2023,1
274,2023-02-07,New York,S012,Grocery,Dairy,C1426,6.77,2,0.0,Cash,0,13.54,13.54,13.54,Tuesday,2023-02-01,2023,0
275,2023-08-18,Seattle,S001,Clothing,Women,C1271,42.51,1,0.0,Cash,0,42.51,42.51,42.51,Friday,2023-08-01,2023,0
276,2023-12-31,Phoenix,S008,Books,Fiction,C1597,15.98,2,0.0,Debit Card,0,31.96,31.96,31.96,Sunday,2023-12-01,2023,1
277,2024-07-16,Miami,S013,Home,Decor,C1248,114.98,1,0.1,Wallet,0,114.98,103.482,103.482,Tuesday,2024-07-01,2024,0
278,2024-03-13,New York,S015,Grocery,Beverages,C1155,7.7,1,0.0,Credit Card,0,7.7,7.7,7.7,Wednesday,2024-03-01,2024,0
279,2023-10-10,Phoenix,S016,Beauty,Makeup,C1744,20.58,3,0.12,Credit Card,0,61.74,54.3312,54.3312,Tuesday,2023-10-01,2023,0
280,2023-01-27,Los Angeles,S016,Clothing,Women,C1321,26.22,1,0.0,Credit Card,0,26.22,26.22,26.22,Friday,2023-01-01,2023,0
281,2023-08-14,Phoenix,S012,Books,Comics,C1697,15.55,2,0.0,Debit Card,0,31.1,31.1,31.1,Monday,2023-08-01,2023,0
282,2023-10-04,Chicago,S008,Grocery,Produce,C1230,9.5,1,0.0,Wallet,0,9.5,9.5,9.5,Wednesday,2023-10-01,2023,0
283,2024-08-31,Seattle,S007,Books,Comics,C1500,9.99,2,0.12,Credit Card,0,19.98,17.5824,17.5824,Saturday,2024-08-01,2024,1
284,2023-10-11,Miami,S009,Grocery,Dairy,C1587,6.4,5,0.0,Credit Card,0,32.0,32.0,32.0,Wednesday,2023-10-01,2023,0
285,2024-04-25,Miami,S012,Beauty,Skincare,C1297,26.56,2,0.03,Wallet,0,53.12,51.5264,51.5264,Thursday,2024-04-01,2024,0
286,2024-03-28,Houston,S009,Books,Non-fiction,C1219,12.86,3,0.02,Debit Card,0,38.58,37.8084,37.8084,Thursday,2024-03-01,2024,0
287,2024-05-30,Seattle,S009,Home,Furniture,C1630,148.15,2,0.0,Credit Card,0,296.3,296.3,296.3,Thursday,2024-05-01,2024,0
288,2024-06-30,Phoenix,S008,Books,Fiction,C1053,12.72,3,0.08,Credit Card,0,38.16,35.1072,35.1072,Sunday,2024-06-01,2024,1
289,2023-07-11,Seattle,S005,Electronics,Laptop,C1416,333.22,1,0.0,Cash,0,333.22,333.22,333.22,Tuesday,2023-07-01,2023,0
290,2023-02-18,Seattle,S007,Beauty,Haircare,C1328,18.67,4,0.07,Credit Card,0,74.68,69.4524,69.4524,Saturday,2023-02-01,2023,1
291,2024-05-26,Seattle,S019,Home,Decor,C1756,99.8,2,0.0,Wallet,0,199.6,199.6,199.6,Sunday,2024-05-01,2024,1
292,2023-01-17,Chicago,S014,Beauty,Skincare,C1037,20.55,1,0.0,Credit Card,0,20.55,20.55,20.55,Tuesday,2023-01-01,2023,0
293,2023-06-21,Seattle,S010,Electronics,Phone,C1305,430.95,1,0.0,Credit Card,0,430.95,430.95,430.95,Wednesday,2023-06-01,2023,0
294,2023-08-08,Los Angeles,S015,Books,Comics,C1536,14.91,5,0.0,Wallet,0,74.55,74.55,74.55,Tuesday,2023-08-01,2023,0
295,2023-06-07,Houston,S009,Home,Furniture,C1338,126.59,1,0.13,Credit Card,0,126.59,110.1333,110.1333,Wednesday,2023-06-01,2023,0
296,2024-04-21,Chicago,S001,Books,Non-fiction,C1809,18.43,1,0.02,Debit Card,0,18.43,18.0614,18.0614,Sunday,2024-04-01,2024,1
297,2023-02-15,Phoenix,S013,Beauty,Haircare,C1527,23.44,5,0.11,Credit Card,0,117.2,104.308,104.308,Wednesday,2023-02-01,2023,0
298,2024-01-08,Chicago,S016,Grocery,Snacks,C1006,10.3,1,0.05,Credit Card,0,10.3,9.785,9.785,Monday,2024-01-01,2024,0
299,2024-06-01,Los Angeles,S010,Clothing,Kids,C1586,22.83,2,0.07,Debit Card,0,45.66,42.4638,42.4638,Saturday,2024-06-01,2024,1
300,2023-04-09,New York,S004,Toys,Puzzles,C1163,20.09,2,0.0,Debit Card,0,40.18,40.18,40.18,Sunday,2023-04-01,2023,1
301,2023-02-06,Seattle,S010,Books,Fiction,C1654,18.54,2,0.0,Credit Card,0,37.08,37.08,37.08,Monday,2023-02-01,2023,0
302,2023-10-07,Chicago,S005,Toys,Board Games,C1465,36.39,1,0.0,Debit Card,0,36.39,36.39,36.39,Saturday,2023-10-01,2023,1
303,2023-12-15,Phoenix,S016,Beauty,Makeup,C1821,30.67,1,0.0,Credit Card,0,30.67,30.67,30.67,Friday,2023-12-01,2023,0
304,2024-05-11,Miami,S020,Beauty,Skincare,C1538,21.91,5,0.0,Debit Card,0,109.55,109.55,109.55,Saturday,2024-05-01,2024,1
305,2023-10-29,Phoenix,S004,Electronics,Laptop,C1586,403.28,1,0.0,Credit Card,0,403.28,403.28,403.28,Sunday,2023-10-01,2023,1
306,2023-06-30,Houston,S004,Books,Fiction,C1734,21.49,3,0.0,Credit Card,0,64.47,64.47,64.47,Friday,2023-06-01,2023,0
307,2024-08-29,Miami,S002,Toys,Board Games,C1525,19.87,3,0.0,Debit Card,0,59.61,59.61,59.61,Thursday,2024-08-01,2024,0
308,2023-04-09,Seattle,S010,Books,Fiction,C1405,18.69,2,0.08,Credit Card,0,37.38,34.3896,34.3896,Sunday,2023-04-01,2023,1
309,2023-04-26,New York,S002,Toys,Puzzles,C1717,20.11,2,0.07,Wallet,0,40.22,37.4046,37.4046,Wednesday,2023-04-01,2023,0
310,2023-07-10,New York,S016,Electronics,Headphones,C1418,258.41,1,0.0,Credit Card,0,258.41,258.41,258.41,Monday,2023-07-01,2023,0
311,2023-09-10,Seattle,S014,Grocery,Beverages,C1459,6.9,1,0.0,Wallet,0,6.9,6.9,6.9,Sunday,2023-09-01,2023,1
312,2023-06-10,Seattle,S018,Home,Decor,C1880,114.88,2,0.12,Credit Card,0,229.76,202.1888,202.1888,Saturday,2023-06-01,2023,1
313,2023-09-13,Phoenix,S005,Books,Fiction,C1854,13.42,4,0.08,Credit Card,0,53.68,49.3856,49.3856,Wednesday,2023-09-01,2023,0
314,2023-11-19,Seattle,S018,Toys,Action Figures,C1388,37.22,2,0.0,Credit Card,0,74.44,74.44,74.44,Sunday,2023-11-01,2023,1
315,2023-05-08,Los Angeles,S007,Books,Fiction,C1032,13.37,1,0.0,Credit Card,0,13.37,13.37,13.37,Monday,2023-05-01,2023,0
316,2023-01-18,New York,S008,Home,Furniture,C1103,93.17,2,0.0,Credit Card,0,186.34,186.34,186.34,Wednesday,2023-01-01,2023,0
317,2024-07-19,Miami,S002,Home,Decor,C1045,111.39,4,0.0,Credit Card,0,445.56,445.56,445.56,Friday,2024-07-01,2024,0
318,2024-07-23,Miami,S002,Home,Decor,C1296,124.44,1,0.14,Wallet,0,124.44,107.0184,107.0184,Tuesday,2024-07-01,2024,0
319,2023-11-19,Phoenix,S020,Beauty,Makeup,C1838,25.79,1,0.08,Credit Card,0,25.79,23.7268,23.7268,Sunday,2023-11-01,2023,1
320,2024-09-17,Seattle,S017,Home,Kitchen,C1307,118.22,2,0.07,Debit Card,0,236.44,219.8892,219.8892,Tuesday,2024-09-01,2024,0
321,2023-10-15,Seattle,S006,Books,Comics,C1437,18.61,1,0.0,Credit Card,0,18.61,18.61,18.61,Sunday,2023-10-01,2023,1
322,2024-09-30,Seattle,S013,Beauty,Makeup,C1326,23.4,4,0.0,Credit Card,0,93.6,93.6,93.6,Monday,2024-09-01,2024,0
323,2023-06-04,Chicago,S018,Toys,Board Games,C1869,27.8,1,0.03,Cash,0,27.8,26.966,26.966,Sunday,2023-06-01,2023,1
324,2024-05-04,Houston,S002,Clothing,Women,C1426,38.05,5,0.0,Credit Card,0,190.25,190.25,190.25,Saturday,2024-05-01,2024,1
325,2024-01-21,Chicago,S011,Books,Fiction,C1460,7.4,1,0.0,Credit Card,0,7.4,7.4,7.4,Sunday,2024-01-01,2024,1
326,2023-04-14,Chicago,S002,Grocery,Beverages,C1689,7.06,1,0.0,Credit Card,0,7.06,7.06,7.06,Friday,2023-04-01,2023,0
327,2024-01-28,Miami,S019,Books,Comics,C1572,17.53,2,0.08,Credit Card,0,35.06,32.2552,32.2552,Sunday,2024-01-01,2024,1
328,2023-09-03,Los Angeles,S001,Home,Furniture,C1759,105.85,2,0.04,Wallet,0,211.7,203.232,203.232,Sunday,2023-09-01,2023,1
329,2023-06-25,Chicago,S020,Books,Fiction,C1406,14.77,4,0.0,Debit Card,0,59.08,59.08,59.08,Sunday,2023-06-01,2023,1
330,2023-02-08,Houston,S015,Clothing,Kids,C1367,43.88,3,0.08,Credit Card,0,131.64,121.1088,121.1088,Wednesday,2023-02-01,2023,0
331,2024-04-21,Houston,S004,Beauty,Makeup,C1480,22.23,1,0.0,Credit Card,0,22.23,22.23,22.23,Sunday,2024-04-01,2024,1
332,2024-06-21,Los Angeles,S014,Electronics,Laptop,C1759,501.91,1,0.14,Credit Card,0,501.91,431.6426,431.6426,Friday,2024-06-01,2024,0
333,2024-02-12,Phoenix,S014,Grocery,Snacks,C1200,8.89,1,0.04,Credit Card,0,8.89,8.5344,8.5344,Monday,2024-02-01,2024,0
334,2024-06-08,Houston,S018,Books,Comics,C1345,15.7,1,0.04,Cash,0,15.7,15.072,15.072,Saturday,2024-06-01,2024,1
335,2024-05-20,Seattle,S016,Toys,Board Games,C1750,22.26,1,0.0,Credit Card,0,22.26,22.26,22.26,Monday,2024-05-01,2024,0
336,2023-02-05,Houston,S006,Clothing,Kids,C1060,37.0,3,0.0,Cash,0,111.0,111.0,111.0,Sunday,2023-02-01,2023,1
337,2023-01-20,Miami,S002,Beauty,Skincare,C1422,11.01,1,0.08,Debit Card,0,11.01,10.1292,10.1292,Friday,2023-01-01,2023,0
338,2023-11-17,Chicago,S001,Home,Decor,C1466,102.37,4,0.08,Debit Card,0,409.48,376.7216,376.7216,Friday,2023-11-01,2023,0
339,2024-05-26,Phoenix,S016,Books,Non-fiction,C1016,10.99,1,0.05,Debit Card,1,10.99,0.0,0.0,Sunday,2024-05-01,2024,1
340,2024-02-04,Phoenix,S009,Clothing,Women,C1017,33.47,1,0.0,Debit Card,0,33.47,33.47,33.47,Sunday,2024-02-01,2024,1
341,2024-04-15,Chicago,S004,Electronics,Laptop,C1246,454.7,1,0.02,Debit Card,0,454.7,445.606,445.606,Monday,2024-04-01,2024,0
342,2023-05-23,Los Angeles,S013,Electronics,Headphones,C1415,478.72,1,0.0,Credit Card,0,478.72,478.72,478.72,Tuesday,2023-05-01,2023,0
343,2023-04-02,Los Angeles,S003,Books,Comics,C1777,15.39,2,0.01,Credit Card,0,30.78,30.4722,30.4722,Sunday,2023-04-01,2023,1
344,2023-12-20,Houston,S002,Books,Fiction,C1719,20.31,2,0.02,Credit Card,0,40.62,39.8076,39.8076,Wednesday,2023-12-01,2023,0
345,2023-02-20,Miami,S011,Clothing,Men,C1540,31.39,1,0.0,Credit Card,0,31.39,31.39,31.39,Monday,2023-02-01,2023,0
346,2024-07-28,Seattle,S019,Toys,Puzzles,C1047,25.55,2,0.0,Debit Card,0,51.1,51.1,51.1,Sunday,2024-07-01,2024,1
347,2023-07-09,Phoenix,S019,Books,Fiction,C1183,16.52,1,0.0,Credit Card,0,16.52,16.52,16.52,Sunday,2023-07-01,2023,1
348,2023-05-05,Phoenix,S005,Beauty,Makeup,C1840,24.18,4,0.04,Credit Card,0,96.72,92.8512,92.8512,Friday,2023-05-01,2023,0
349,2023-05-30,Chicago,S019,Beauty,Haircare,C1693,18.05,5,0.0,Credit Card,0,90.25,90.25,90.25,Tuesday,2023-05-01,2023,0
350,2023-11-10,Chicago,S003,Clothing,Kids,C1354,25.81,3,0.04,Credit Card,0,77.43,74.3328,74.3328,Friday,2023-11-01,2023,0
351,2024-07-23,Los Angeles,S020,Beauty,Makeup,C1609,26.74,4,0.03,Cash,1,106.96,0.0,0.0,Tuesday,2024-07-01,2024,0
352,2023-12-08,Los Angeles,S015,Toys,Board Games,C1364,27.12,2,0.0,Credit Card,0,54.24,54.24,54.24,Friday,2023-12-01,2023,0
353,2023-11-01,Phoenix,S013,Electronics,Headphones,C1817,464.15,1,0.07,Credit Card,0,464.15,431.6595,431.6595,Wednesday,2023-11-01,2023,0
354,2023-02-23,Houston,S005,Books,Non-fiction,C1324,12.1,1,0.15,Credit Card,0,12.1,10.285,10.285,Thursday,2023-02-01,2023,0
355,2024-03-19,Houston,S012,Beauty,Haircare,C1104,28.02,2,0.01,Credit Card,0,56.04,55.4796,55.4796,Tuesday,2024-03-01,2024,0
356,2024-09-04,Phoenix,S017,Toys,Board Games,C1026,32.49,1,0.16,Debit Card,0,32.49,27.2916,27.2916,Wednesday,2024-09-01,2024,0
357,2023-09-21,Miami,S011,Beauty,Haircare,C1012,31.22,2,0.15,Credit Card,0,62.44,53.074,53.074,Thursday,2023-09-01,2023,0
358,2023-02-22,Phoenix,S008,Clothing,Kids,C1173,43.43,2,0.0,Credit Card,0,86.86,86.86,86.86,Wednesday,2023-02-01,2023,0
359,2024-07-25,Los Angeles,S016,Home,Furniture,C1171,105.02,4,0.0,Credit Card,0,420.08,420.08,420.08,Thursday,2024-07-01,2024,0
